text,threat_type,label
Add star method choice professional. ransom Help leader benefit start decide our.,ransomware,4
Hair believe office reflect before thank. exploit Green never close agency describe.,malware,2
Whom rise necessary few.,normal,0
Range simply article. payment Federal coach six require break point head.,ransomware,4
Fear once politics once knowledge.,normal,0
Before talk series someone. overload Sell owner training drug heart down executive.,ddos,3
Wrong law oil.,normal,0
Seek discover trade foot we simple.,normal,0
Answer meeting become statement but loss product.,normal,0
Moment fear speak rise Mr.,normal,0
Style must care. infected system Able best never beautiful church also pass I.,malware,2
Tonight seek program. server down Run time impact then country history open.,ddos,3
Myself appear soon window.,normal,0
Finish network spring improve scene learn around exactly. attack Type various continue network.,ddos,3
Trouble rich sport where she performance. malware Mean eight middle citizen less natural.,malware,2
Law worry style guy worker admit. infected system Attack wonder bag likely question support some.,malware,2
Likely talk yard fly such suffer.,normal,0
Heart fill smile force whom.,normal,0
Art role speech reflect push share their. bitcoin Watch may receive look detail age new.,ransomware,4
Policy important summer approach standard. credentials Soon pull authority green beautiful mission fill this.,phishing,1
Century it risk. credentials Often realize personal allow result stage.,phishing,1
Gas along put clearly move music.,normal,0
Hot nice company society difficult. exploit Hear large star soon moment.,malware,2
Address garden help news expect condition perhaps.,normal,0
Similar prepare black need good chance.,normal,0
Game have prove sit product vote. exploit Detail where pay up right full early.,malware,2
Move full simple much attention two.,normal,0
Clear finally deal she security. malicious file Man adult describe more.,malware,2
Cut staff finally against. encrypt files Place college sign hair fight.,ransomware,4
Well will chair husband money floor identify. infected system Serve service never cost her far finally.,malware,2
Agent most huge film others act.,normal,0
Detail near see central record until.,normal,0
Doctor group mean consider skin project.,normal,0
Garden your ground though. reset your password Popular pretty traditional thus reflect.,phishing,1
Staff thousand must the today meet new. phishing Safe president car explain couple.,phishing,1
Put me wall seat six seem.,normal,0
Would feel body. decrypt key Once positive need today we law surface real.,ransomware,4
Themselves morning stay on theory nature thought.,normal,0
Truth blue create happy enjoy office group election. phishing Special manage well Mr agreement.,phishing,1
Present charge theory use. account verification Point me cover college task think last.,phishing,1
Beautiful happen wonder consumer. overload Natural travel ok teach over data.,ddos,3
Accept wait painting suddenly black.,normal,0
Future respond cell finally each project assume including. bitcoin Significant control hold call range kid.,ransomware,4
Responsibility arrive risk line make himself much.,normal,0
Human worry will several little. botnet Across the require.,ddos,3
Available marriage there hour structure black. phishing Subject create federal certainly.,phishing,1
Letter traditional walk rock decade year. attack The table expert thank order million behind how.,ddos,3
Performance successful perhaps glass indicate middle Congress.,normal,0
Doctor particular describe score identify order.,normal,0
Beyond respond book write cell all.,normal,0
Consumer without with nation rather. malware World season pass feeling however store whole.,malware,2
Eight Congress owner development lay grow. exploit Suffer again west.,malware,2
Animal page professional water true school.,normal,0
Would hard decision attorney against like gas. server down Plant ok attention responsibility.,ddos,3
Position tend deal prevent challenge. DDoS Everybody authority lead service miss physical.,ddos,3
Other make race.,normal,0
Big until perform station cultural.,normal,0
Structure style debate old. server down Action player no hair born there close.,ddos,3
Tell agency doctor star month PM.,normal,0
Surface season him still more. malicious file National lose occur less.,malware,2
Decision market poor among large American war. malicious file Nice end impact war.,malware,2
Major my audience happy information understand.,normal,0
Method table summer popular.,normal,0
Eat into general.,normal,0
Decision cold Congress customer need.,normal,0
Tv game term knowledge write. bitcoin Fear according important four scientist dark.,ransomware,4
Contain see after.,normal,0
Guess operation should range prepare nation. trojan Sure just again trial bad individual left.,malware,2
